Dyad,AENP,GNP,MNP,WPP,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012
23427,,,,,,0,,0,,,,,,,,
23428,,,,,,0.2262,,0,,,,,,,,
23429,,,,,,0.0589,,0,,,,,,,,
23430,,,,,,0.4958,,0.1933,,,,,,,,
23431,,,,,,0.0352,,0,,,,,,,,
23432,,,,,,0.1121,,0,,,,,,,,
23433,,,,,,0.329,,0,,,,,,,,
23434,,,,,,0.4113,,0,,,,,,,,
23435,,,,,,0,,0,,,,,,,,
23436,,,,,,0.1273,,0,,,,,,,,
23437,,,,,,0,,0.101,,,,,,,,
23438,,,,,,0.4565,,0,,,,,,,,
23439,,,,,,0.0892,,0,,,,,,,,
23440,,,,,,0.0684,,0,,,,,,,,
23441,,,,,,0.4072,,0.0236,,,,,,,,
23442,,,,,,0.2719,,0.0865,,,,,,,,
23443,,,,,,0,,0,,,,,,,,
23444,,,,,,0.5,,0,,,,,,,,
23445,,,,,,0.3425,,0,,,,,,,,
23446,,,,,,0.1065,,0,,,,,,,,
23447,,,,,,0,,0,,,,,,,,
23448,,,,,,0,,0.0507,,,,,,,,
23449,,,,,,0.1471,,0,,,,,,,,
23450,,,,,,0.0421,,0,,,,,,,,
23451,,,,,,0,,0,,,,,,,,
23452,,,,,,0,,0,,,,,,,,
23453,,,,,,0,,0.1516,,,,,,,,
23454,,,,,,0,,0.058,,,,,,,,
23455,,,,,,0.0075,,0,,,,,,,,
23456,,,,,,0,,0.0832,,,,,,,,
23457,,,,,,0,,0,,,,,,,,
23458,,,,,,0.0748,,0,,,,,,,,
23459,,,,,,0,,0.1156,,,,,,,,
23460,,,,,,0,,0,,,,,,,,
23461,,,,,,0.2784,,0,,,,,,,,
23462,,,,,,0.1922,,0.1619,,,,,,,,
23463,,,,,,0.1011,,0.2788,,,,,,,,
23464,,,,,,0,,0,,,,,,,,
23465,,,,,,0.4034,,0,,,,,,,,
23466,,,,,,0.1115,,0.0102,,,,,,,,
23467,,,,,,0,,0,,,,,,,,
23468,,,,,,0,,0,,,,,,,,
23469,,,,,,0.2338,,0.4593,,,,,,,,
23470,,,,,,0.2581,,0,,,,,,,,
23471,,,,,,0,,0.0641,,,,,,,,
23472,,,,,,0,,0.1109,,,,,,,,
23473,,,,,,0.0408,,0.0399,,,,,,,,
23474,,,,,,0.4546,,0.3698,,,,,,,,
23475,,,,,,0.0031,,0.1423,,,,,,,,
23476,,,,,,0.0894,,0,,,,,,,,
23477,,,,,,0,,0.051,,,,,,,,
23478,,,,,,0.1215,,0.0433,,,,,,,,
23479,,,,,,0,,0.0028,,,,,,,,
23480,,,,,,0,,0,,,,,,,,
23481,,,,,,0,,0.1403,,,,,,,,
23482,,,,,,0.031,,0,,,,,,,,
23483,,,,,,0.0686,,0,,,,,,,,
23484,,,,,,0,,0.1119,,,,,,,,
23485,,,,,,0.3456,,0,,,,,,,,
23486,,,,,,0.5,,0.1101,,,,,,,,
23487,,,,,,0.1537,,0.3074,,,,,,,,
23488,,,,,,0,,0,,,,,,,,
23489,,,,,,0.2647,,0,,,,,,,,
23490,,,,,,0.4649,,0,,,,,,,,
23491,,,,,,0,,0,,,,,,,,
23492,,,,,,0.2569,,0,,,,,,,,
23493,,,,,,0.0764,,0.1384,,,,,,,,
23494,,,,,,0.0153,,0,,,,,,,,
23495,,,,,,0,,0.062,,,,,,,,
23496,,,,,,0.0208,,0,,,,,,,,
23497,,,,,,0.0656,,0,,,,,,,,
23498,,,,,,0.1779,,0,,,,,,,,
23499,,,,,,0,,0.2302,,,,,,,,
23500,,,,,,0.1125,,0.0956,,,,,,,,
23501,,,,,,0,,0.0407,,,,,,,,
23502,,,,,,0,,0,,,,,,,,
23503,,,,,,0.5034,,0,,,,,,,,
23504,,,,,,0.0886,,0.0895,,,,,,,,
23505,,,,,,0.4187,,0.0887,,,,,,,,
23506,,,,,,0,,0,,,,,,,,
23507,,,,,,0,,0,,,,,,,,
23508,,,,,,0,,0.0695,,,,,,,,
23509,,,,,,0.0352,,0,,,,,,,,
23510,,,,,,0.5,,0,,,,,,,,
23511,,,,,,0,,0.0012,,,,,,,,
23512,,,,,,0,,0,,,,,,,,
23513,,,,,,0,,0.1963,,,,,,,,
23514,,,,,,0.1169,,0.1376,,,,,,,,
23515,,,,,,0,,0,,,,,,,,
23516,,,,,,0.1507,,0.0302,,,,,,,,
23517,,,,,,0,,0,,,,,,,,
23518,,,,,,0.0208,,0,,,,,,,,
23519,,,,,,0,,0.0513,,,,,,,,
23520,,,,,,0.0817,,0,,,,,,,,
23521,,,,,,0.0552,,0,,,,,,,,
23522,,,,,,0,,0,,,,,,,,
23523,,,,,,0.0943,,0.0549,,,,,,,,
23524,,,,,,0.0131,,0.0588,,,,,,,,
23525,,,,,,0.0409,,0,,,,,,,,
23526,,,,,,0.172,,0,,,,,,,,
23527,,,,,,0,,0,,,,,,,,
23528,,,,,,0.0827,,0,,,,,,,,
23529,,,,,,0.0566,,0.1091,,,,,,,,
23530,,,,,,0.1211,,0,,,,,,,,
23531,,,,,,0,,0,,,,,,,,
23532,,,,,,0,,0.2239,,,,,,,,
23533,,,,,,0.2473,,0.2383,,,,,,,,
23534,,,,,,0.031,,0.0866,,,,,,,,
23535,,,,,,0.0727,,0,,,,,,,,
23536,,,,,,0.0001,,0,,,,,,,,
23537,,,,,,0,,0.0651,,,,,,,,
23538,,,,,,0.0352,,0,,,,,,,,
23539,,,,,,0.5,,0.1534,,,,,,,,
23540,,,,,,0,,0.0155,,,,,,,,
23541,,,,,,0,,0,,,,,,,,
23542,,,,,,0,,0,,,,,,,,
23543,,,,,,0.1128,,0.3537,,,,,,,,
23544,,,,,,0.2707,,0.0429,,,,,,,,
23545,,,,,,0.4849,,0.1788,,,,,,,,
23546,,,,,,0.1636,,0.0247,,,,,,,,
23547,,,,,,0,,0,,,,,,,,
23548,,,,,,0.5,,0,,,,,,,,
23549,,,,,,0.1315,,0.0854,,,,,,,,
23550,,,,,,0.031,,0.0663,,,,,,,,
23551,,,,,,0,,0,,,,,,,,
23552,,,,,,0.0208,,0.0352,,,,,,,,
23553,,,,,,0.0533,,0.4096,,,,,,,,
23554,,,,,,0,,0,,,,,,,,
23555,,,,,,0.5,,0,,,,,,,,
23556,,,,,,0,,0,,,,,,,,
23557,,,,,,0,,0.1291,,,,,,,,
23558,,,,,,0.2652,,0.5,,,,,,,,
23559,,,,,,0.0352,,0,,,,,,,,
23560,,,,,,0.0537,,0,,,,,,,,
23561,,,,,,0,,0,,,,,,,,
23562,,,,,,0,,0,,,,,,,,
23563,,,,,,0.0022,,0.0662,,,,,,,,
23564,,,,,,0.2136,,0,,,,,,,,
23565,,,,,,0.1731,,0.2228,,,,,,,,
23566,,,,,,0.0795,,0,,,,,,,,
23567,,,,,,0,,0.045,,,,,,,,
23568,,,,,,0,,0.0247,,,,,,,,
23569,,,,,,0,,0,,,,,,,,
23570,,,,,,0.0784,,0,,,,,,,,
23571,,,,,,0,,0,,,,,,,,
23572,,,,,,0,,0.1233,,,,,,,,
23573,,,,,,0,,0.0459,,,,,,,,
23574,,,,,,0.0966,,0,,,,,,,,
23575,,,,,,0,,0.0416,,,,,,,,
23576,,,,,,0,,0,,,,,,,,
23577,,,,,,0,,0,,,,,,,,
23578,,,,,,0,,0.0677,,,,,,,,
23579,,,,,,0.2765,,0,,,,,,,,
23580,,,,,,0.103,,0.3849,,,,,,,,
23581,,,,,,0,,0.0915,,,,,,,,
23582,,,,,,0,,0,,,,,,,,
23583,,,,,,0.0237,,0.1839,,,,,,,,
23584,,,,,,0.0556,,0.0608,,,,,,,,
23585,,,,,,0.1448,,0.0608,,,,,,,,
23586,,,,,,0,,0,,,,,,,,
23587,,,,,,0.0614,,0,,,,,,,,
23588,,,,,,0,,0,,,,,,,,
23589,,,,,,0,,0,,,,,,,,
23590,,,,,,0,,0,,,,,,,,
23591,,,,,,0,,0,,,,,,,,
23592,,,,,,0,,0.1194,,,,,,,,
23593,,,,,,0.0884,,0.0347,,,,,,,,
23594,,,,,,0.3448,,0,,,,,,,,
23595,,,,,,0.133,,0,,,,,,,,
23596,,,,,,0.031,,0,,,,,,,,
23597,,,,,,0,,0.0289,,,,,,,,
23598,,,,,,0.2472,,0,,,,,,,,
23599,,,,,,0,,0.1833,,,,,,,,
23600,,,,,,0.0946,,0,,,,,,,,
23601,,,,,,0,,0,,,,,,,,
23602,,,,,,0,,0,,,,,,,,
23603,,,,,,0.0168,,0,,,,,,,,
23604,,,,,,0,,0.0735,,,,,,,,
23605,,,,,,0.4239,,0,,,,,,,,
23606,,,,,,0,,0,,,,,,,,
23607,,,,,,0,,0.5126,,,,,,,,
23608,,,,,,0,,0,,,,,,,,
23609,,,,,,0,,0,,,,,,,,
23610,,,,,,0.0108,,0.1401,,,,,,,,
23611,,,,,,0,,0,,,,,,,,
23612,,,,,,0.0787,,0.2625,,,,,,,,
23613,,,,,,0,,0.0832,,,,,,,,
23614,,,,,,0,,0,,,,,,,,
23615,,,,,,0,,0.353,,,,,,,,
23616,,,,,,0.0237,,0,,,,,,,,
23617,,,,,,0.1332,,0,,,,,,,,
23618,,,,,,0,,0.1703,,,,,,,,
23619,,,,,,0,,0,,,,,,,,
23620,,,,,,0,,0,,,,,,,,
23621,,,,,,0,,0.1043,,,,,,,,
23622,,,,,,0,,0.0706,,,,,,,,
23623,,,,,,0,,0.3205,,,,,,,,
23624,,,,,,0,,0.1828,,,,,,,,
23625,,,,,,0,,0,,,,,,,,
23626,,,,,,0.0481,,0,,,,,,,,
23627,,,,,,0.3184,,0,,,,,,,,
23628,,,,,,0,,0,,,,,,,,
23629,,,,,,0,,0.0786,,,,,,,,
23630,,,,,,0.0129,,0,,,,,,,,
23631,,,,,,0,,0.1076,,,,,,,,
23632,,,,,,0.12,,0.0743,,,,,,,,
23633,,,,,,0,,0.243,,,,,,,,
23634,,,,,,0.1883,,0.0215,,,,,,,,
23635,,,,,,0.0501,,0,,,,,,,,
23636,,,,,,0,,0.0511,,,,,,,,
23637,,,,,,0,,0,,,,,,,,
23638,,,,,,0,,0,,,,,,,,
23639,,,,,,0,,0,,,,,,,,
23640,,,,,,0,,0.3944,,,,,,,,
23641,,,,,,0,,0.1406,,,,,,,,
23642,,,,,,0.028,,0.0253,,,,,,,,
23643,,,,,,0,,0,,,,,,,,
23644,,,,,,0.1822,,0,,,,,,,,
23645,,,,,,0,,0,,,,,,,,
23646,,,,,,0.1003,,0.3493,,,,,,,,
23647,,,,,,0.1085,,0.2245,,,,,,,,
23648,,,,,,0.082,,0.2259,,,,,,,,
23649,,,,,,0.0472,,0,,,,,,,,
23650,,,,,,0,,0,,,,,,,,
23651,,,,,,0.076,,0,,,,,,,,
23652,,,,,,0.0472,,0.0723,,,,,,,,
23653,,,,,,0,,0,,,,,,,,
23654,,,,,,0,,0.088,,,,,,,,
23655,,,,,,0,,0,,,,,,,,
23656,,,,,,0,,0.0608,,,,,,,,
23657,,,,,,0,,0,,,,,,,,
23658,,,,,,0.1622,,0,,,,,,,,
23659,,,,,,0,,0,,,,,,,,
23660,,,,,,0.0329,,0.0204,,,,,,,,
23661,,,,,,0,,0,,,,,,,,
23662,,,,,,0.0397,,0.2624,,,,,,,,
23663,,,,,,0.0426,,0,,,,,,,,
23664,,,,,,0,,0,,,,,,,,
23665,,,,,,0.0644,,0.21,,,,,,,,
23666,,,,,,0.0472,,0,,,,,,,,
23667,,,,,,0,,0.1569,,,,,,,,
23668,,,,,,0.0598,,0,,,,,,,,
23669,,,,,,0,,0.1782,,,,,,,,
23670,,,,,,0,,0,,,,,,,,
23671,,,,,,0,,0,,,,,,,,
23672,,,,,,0.0472,,0,,,,,,,,
23673,,,,,,0,,0,,,,,,,,
23674,,,,,,0,,0,,,,,,,,
23675,,,,,,0.034,,0,,,,,,,,
23676,,,,,,0,,0.0392,,,,,,,,
23677,,,,,,0,,0.0198,,,,,,,,
23678,,,,,,0,,0.0086,,,,,,,,
23679,,,,,,0,,0,,,,,,,,
23680,,,,,,0.0147,,0,,,,,,,,
23681,,,,,,0,,0.1577,,,,,,,,
23682,,,,,,0,,0.0753,,,,,,,,
23683,,,,,,0.0447,,0,,,,,,,,
23684,,,,,,0.0825,,0,,,,,,,,
23685,,,,,,0,,0,,,,,,,,
23686,,,,,,0,,0,,,,,,,,
23687,,,,,,0.0293,,0,,,,,,,,
23688,,,,,,0,,0,,,,,,,,
23689,,,,,,0.1878,,0.0441,,,,,,,,
23690,,,,,,0.0368,,0,,,,,,,,
23691,,,,,,0.0505,,0.0864,,,,,,,,
23692,,,,,,0,,0,,,,,,,,
23693,,,,,,0,,0,,,,,,,,
23694,,,,,,0,,0,,,,,,,,
23695,,,,,,0.0472,,0,,,,,,,,
23696,,,,,,0,,0,,,,,,,,
23697,,,,,,0.1768,,0,,,,,,,,
23698,,,,,,0,,0.0288,,,,,,,,
23699,,,,,,0.0511,,0,,,,,,,,
23700,,,,,,0,,0,,,,,,,,
23701,,,,,,0.1374,,0,,,,,,,,
23702,,,,,,0.2737,,0,,,,,,,,
23703,,,,,,0.1436,,0,,,,,,,,
23704,,,,,,0.2535,,0.4519,,,,,,,,
23705,,,,,,0.2674,,0,,,,,,,,
23706,,,,,,0,,0.2446,,,,,,,,
23707,,,,,,0,,0,,,,,,,,
23708,,,,,,0,,0,,,,,,,,
23709,,,,,,0,,0.0165,,,,,,,,
23710,,,,,,0,,0,,,,,,,,
23711,,,,,,0.2565,,0.0935,,,,,,,,
23712,,,,,,0,,0,,,,,,,,
23713,,,,,,0.0539,,0,,,,,,,,
23714,,,,,,0.2222,,0,,,,,,,,
23715,,,,,,0,,0,,,,,,,,
23716,,,,,,0.0642,,0.3297,,,,,,,,
23717,,,,,,0.0566,,0,,,,,,,,
23718,,,,,,0,,0,,,,,,,,
23719,,,,,,0,,0,,,,,,,,
23720,,,,,,0.1162,,0,,,,,,,,
23721,,,,,,0,,0.5,,,,,,,,
23722,,,,,,0.0442,,0,,,,,,,,
23723,,,,,,0.0825,,0,,,,,,,,
23724,,,,,,0.0968,,0,,,,,,,,
23725,,,,,,0,,0,,,,,,,,
23726,,,,,,0.0774,,0,,,,,,,,
23727,,,,,,0,,0,,,,,,,,
23728,,,,,,0.0661,,0,,,,,,,,
23729,,,,,,0,,0.0696,,,,,,,,
23730,,,,,,0,,0.0696,,,,,,,,
23731,,,,,,0,,0,,,,,,,,
23732,,,,,,0.0746,,0.0648,,,,,,,,
23733,,,,,,0.0549,,0,,,,,,,,
23734,,,,,,0.0025,,0,,,,,,,,
23735,,,,,,0,,0.0891,,,,,,,,
23736,,,,,,0.0472,,0,,,,,,,,
23737,,,,,,0.06,,0,,,,,,,,
23738,,,,,,0,,0,,,,,,,,
23739,,,,,,0,,0,,,,,,,,
23740,,,,,,0.0725,,0.0389,,,,,,,,
23741,,,,,,0.1384,,0.0098,,,,,,,,
23742,,,,,,0.0398,,0,,,,,,,,
23743,,,,,,0,,0,,,,,,,,
23744,,,,,,0,,0.0885,,,,,,,,
23745,,,,,,0.0139,,0.1914,,,,,,,,
23746,,,,,,0.1628,,0.1128,,,,,,,,
23747,,,,,,0,,0.0581,,,,,,,,
23748,,,,,,0,,0.0809,,,,,,,,
23749,,,,,,0,,0.2986,,,,,,,,
23750,,,,,,0,,0.1694,,,,,,,,
23751,,,,,,0.0478,,0,,,,,,,,
23752,,,,,,0,,0,,,,,,,,
23753,,,,,,0,,0,,,,,,,,
23754,,,,,,0,,0,,,,,,,,
23755,,,,,,0,,0.0796,,,,,,,,
23756,,,,,,0.1097,,0.0761,,,,,,,,
23757,,,,,,0,,0,,,,,,,,
23758,,,,,,0,,0.0513,,,,,,,,
23759,,,,,,0,,0,,,,,,,,
23760,,,,,,0.1404,,0.075,,,,,,,,
23761,,,,,,0.3181,,0.0615,,,,,,,,
23762,,,,,,0.1399,,0.0296,,,,,,,,
23763,,,,,,0.2163,,0,,,,,,,,
23764,,,,,,0,,0.0108,,,,,,,,
23765,,,,,,0.18,,0.1388,,,,,,,,
23766,,,,,,0.0321,,0.033,,,,,,,,
23767,,,,,,0,,0.1129,,,,,,,,
23768,,,,,,0.1341,,0.1225,,,,,,,,
23769,,,,,,0,,0,,,,,,,,
23770,,,,,,0,,0,,,,,,,,
23771,,,,,,0,,0,,,,,,,,
23772,,,,,,0,,0.0144,,,,,,,,
23773,,,,,,0.049,,0,,,,,,,,
23774,,,,,,0,,0,,,,,,,,
23775,,,,,,0.1091,,0,,,,,,,,
23776,,,,,,0,,0.025,,,,,,,,
23777,,,,,,0,,0.2441,,,,,,,,
23778,,,,,,0,,0,,,,,,,,
23779,,,,,,0,,0,,,,,,,,
23780,,,,,,0,,0.0878,,,,,,,,
23781,,,,,,0,,0,,,,,,,,
23782,,,,,,0.0498,,0,,,,,,,,
23783,,,,,,0.1325,,0,,,,,,,,
23784,,,,,,0,,0.0511,,,,,,,,
23785,,,,,,0,,0.062,,,,,,,,
23786,,,,,,0,,0,,,,,,,,
23787,,,,,,0,,0,,,,,,,,
23788,,,,,,0,,0,,,,,,,,
23789,,,,,,0,,0.1606,,,,,,,,
23790,,,,,,0.2578,,0.0851,,,,,,,,
23791,,,,,,0.2433,,0,,,,,,,,
23792,,,,,,0.0566,,0,,,,,,,,
23793,,,,,,0.0642,,0,,,,,,,,
23794,,,,,,0,,0.015,,,,,,,,
23795,,,,,,0,,0,,,,,,,,
23796,,,,,,0.1263,,0,,,,,,,,
23797,,,,,,0,,0.0268,,,,,,,,
23798,,,,,,0.0896,,0.0778,,,,,,,,
23799,,,,,,0.1416,,0,,,,,,,,
23800,,,,,,0,,0.3555,,,,,,,,
23801,,,,,,0,,0,,,,,,,,
23802,,,,,,0,,0,,,,,,,,
23803,,,,,,0,,0.0229,,,,,,,,
23804,,,,,,0.026,,0,,,,,,,,
23805,,,,,,0,,0,,,,,,,,
23806,,,,,,0,,0,,,,,,,,
23807,,,,,,0,,0,,,,,,,,
23808,,,,,,0.1677,,0,,,,,,,,
23809,,,,,,0,,0,,,,,,,,
23810,,,,,,0.0674,,0,,,,,,,,
23811,,,,,,0.1323,,0.0687,,,,,,,,
23812,,,,,,0,,0,,,,,,,,
23813,,,,,,0,,0.1104,,,,,,,,
23814,,,,,,0,,0,,,,,,,,
23815,,,,,,0.1618,,0,,,,,,,,
23816,,,,,,0.2005,,0,,,,,,,,
23817,,,,,,0.1837,,0,,,,,,,,
23818,,,,,,0,,0,,,,,,,,
23819,,,,,,0,,0,,,,,,,,
23820,,,,,,0,,0,,,,,,,,
23821,,,,,,0.0586,,0,,,,,,,,
23822,,,,,,0.1633,,0.1288,,,,,,,,
23823,,,,,,0,,0.069,,,,,,,,
23824,,,,,,0.0642,,0.0725,,,,,,,,
23825,,,,,,0.0767,,0,,,,,,,,
23826,,,,,,0,,0,,,,,,,,
23827,,,,,,0,,0,,,,,,,,
23828,,,,,,0,,0,,,,,,,,
23829,,,,,,0,,0,,,,,,,,
23830,,,,,,0.0936,,0,,,,,,,,
23831,,,,,,0,,0,,,,,,,,
23832,,,,,,0,,0.0456,,,,,,,,
23833,,,,,,0.0642,,0.0564,,,,,,,,
23834,,,,,,0,,0,,,,,,,,
23835,,,,,,0,,0.0751,,,,,,,,
23836,,,,,,0,,0,,,,,,,,
23837,,,,,,0,,0,,,,,,,,
23838,,,,,,0,,0,,,,,,,,
23839,,,,,,0,,0,,,,,,,,
23840,,,,,,0,,0,,,,,,,,
23841,,,,,,0,,0,,,,,,,,
23842,,,,,,0,,0.103,,,,,,,,
23843,,,,,,0.261,,0,,,,,,,,
23844,,,,,,0.5061,,0,,,,,,,,
23845,,,,,,0.5,,0,,,,,,,,
23846,,,,,,0,,0,,,,,,,,
23847,,,,,,0,,0.0242,,,,,,,,
23848,,,,,,0.1996,,0.0641,,,,,,,,
23849,,,,,,0.5,,0,,,,,,,,
23850,,,,,,0.0841,,0,,,,,,,,
23851,,,,,,0.5512,,0,,,,,,,,
23852,,,,,,0.4454,,0,,,,,,,,
23853,,,,,,0,,0,,,,,,,,
23854,,,,,,0.2032,,0,,,,,,,,
23855,,,,,,0.4455,,0.0105,,,,,,,,
23856,,,,,,0.0156,,0.04,,,,,,,,
23857,,,,,,0.5665,,0,,,,,,,,
23858,,,,,,0.698,,0,,,,,,,,
23859,,,,,,0.1002,,0,,,,,,,,
23860,,,,,,0,,0.0571,,,,,,,,
23861,,,,,,0.2838,,0,,,,,,,,
23862,,,,,,0,,0,,,,,,,,
23863,,,,,,0.5,,0,,,,,,,,
23864,,,,,,0.1863,,0,,,,,,,,
23865,,,,,,0.0135,,0.0101,,,,,,,,
23866,,,,,,0.5108,,0,,,,,,,,
23867,,,,,,0.5,,0.2322,,,,,,,,
23868,,,,,,0,,0,,,,,,,,
23869,,,,,,0,,0,,,,,,,,
23870,,,,,,0,,0.01,,,,,,,,
23871,,,,,,0.3424,,0,,,,,,,,
23872,,,,,,0.0379,,0.0385,,,,,,,,
23873,,,,,,0,,0,,,,,,,,
23874,,,,,,0.3127,,0,,,,,,,,
23875,,,,,,0,,0,,,,,,,,
23876,,,,,,0.0514,,0,,,,,,,,
23877,,,,,,0.3936,,0,,,,,,,,
23878,,,,,,0.3104,,0,,,,,,,,
23879,,,,,,0.0346,,0,,,,,,,,
23880,,,,,,0,,0,,,,,,,,
23881,,,,,,0,,0,,,,,,,,
23882,,,,,,0.0884,,0,,,,,,,,
23883,,,,,,0.2021,,0.1105,,,,,,,,
23884,,,,,,0,,0.0466,,,,,,,,
23885,,,,,,0,,0.0864,,,,,,,,
23886,,,,,,0,,0,,,,,,,,
23887,,,,,,0.1204,,0,,,,,,,,
23888,,,,,,0,,0.5,,,,,,,,
23889,,,,,,0,,0.0136,,,,,,,,
23890,,,,,,0.2416,,0,,,,,,,,
23891,,,,,,0,,0,,,,,,,,
23892,,,,,,0.0076,,0,,,,,,,,
23893,,,,,,0,,0.1048,,,,,,,,
23894,,,,,,0.3458,,0,,,,,,,,
23895,,,,,,0.3292,,0,,,,,,,,
23896,,,,,,0.3977,,0,,,,,,,,
23897,,,,,,0,,0,,,,,,,,
23898,,,,,,0.1284,,0.0553,,,,,,,,
23899,,,,,,0.0076,,0,,,,,,,,
23900,,,,,,0,,0.0168,,,,,,,,
23901,,,,,,0.1424,,0.0954,,,,,,,,
23902,,,,,,0.18,,0,,,,,,,,
23903,,,,,,0,,0,,,,,,,,
23904,,,,,,0,,0.5655,,,,,,,,
23905,,,,,,0.1459,,0,,,,,,,,
23906,,,,,,0,,0.4015,,,,,,,,
23907,,,,,,0.5,,0.2116,,,,,,,,
23908,,,,,,0,,0.0111,,,,,,,,
23909,,,,,,0.0539,,0.1881,,,,,,,,
23910,,,,,,0,,0,,,,,,,,
23911,,,,,,0.0834,,0,,,,,,,,
23912,,,,,,0,,0,,,,,,,,
23913,,,,,,0.2115,,0.0397,,,,,,,,
23914,,,,,,0,,0,,,,,,,,
23915,,,,,,0.0731,,0,,,,,,,,
23916,,,,,,0,,0.1961,,,,,,,,
23917,,,,,,0,,0.0859,,,,,,,,
23918,,,,,,0,,0.0758,,,,,,,,
23919,,,,,,0,,0,,,,,,,,
23920,,,,,,0,,0,,,,,,,,
23921,,,,,,0.0058,,0,,,,,,,,
23922,,,,,,0.5,,0.0111,,,,,,,,
23923,,,,,,0.0828,,0,,,,,,,,
23924,,,,,,0,,0.0839,,,,,,,,
23925,,,,,,0.1837,,0.3694,,,,,,,,
23926,,,,,,0.1977,,0.2895,,,,,,,,
23927,,,,,,0,,0,,,,,,,,
23928,,,,,,0,,0,,,,,,,,
23929,,,,,,0,,0.5,,,,,,,,
23930,,,,,,0,,0.0931,,,,,,,,
23931,,,,,,0.3255,,0,,,,,,,,
23932,,,,,,0,,0,,,,,,,,
23933,,,,,,0,,0.0649,,,,,,,,
23934,,,,,,0,,0,,,,,,,,
23935,,,,,,0,,0,,,,,,,,
23936,,,,,,0,,0.1536,,,,,,,,
23937,,,,,,0.0203,,0.1201,,,,,,,,
23938,,,,,,0,,0,,,,,,,,
23939,,,,,,0,,0,,,,,,,,
23940,,,,,,0,,0,,,,,,,,
23941,,,,,,0,,0,,,,,,,,
23942,,,,,,0.3206,,0,,,,,,,,
23943,,,,,,0.3096,,0,,,,,,,,
23944,,,,,,0,,0,,,,,,,,
23945,,,,,,0,,0.3089,,,,,,,,
23946,,,,,,0,,0,,,,,,,,
23947,,,,,,0.3297,,0,,,,,,,,
23948,,,,,,0,,0,,,,,,,,
23949,,,,,,0.0781,,0.1541,,,,,,,,
23950,,,,,,0,,0.3037,,,,,,,,
23951,,,,,,0.0108,,0.3084,,,,,,,,
23952,,,,,,0.1791,,0.0143,,,,,,,,
23953,,,,,,0.0411,,0.2999,,,,,,,,
23954,,,,,,0,,0,,,,,,,,
23955,,,,,,0,,0.5968,,,,,,,,
23956,,,,,,0.3062,,0,,,,,,,,
23957,,,,,,0.1685,,0,,,,,,,,
23958,,,,,,0,,0.2188,,,,,,,,
23959,,,,,,0,,0.0826,,,,,,,,
23960,,,,,,0,,0.2651,,,,,,,,
23961,,,,,,0,,0.2391,,,,,,,,
23962,,,,,,0.2538,,0.2111,,,,,,,,
23963,,,,,,0.5,,0.2095,,,,,,,,
23964,,,,,,0,,0.2502,,,,,,,,
23965,,,,,,0,,0,,,,,,,,
23966,,,,,,0.1099,,0,,,,,,,,
23967,,,,,,0.0391,,0,,,,,,,,
23968,,,,,,0.0411,,0.059,,,,,,,,
23969,,,,,,0,,0,,,,,,,,
23970,,,,,,0,,0,,,,,,,,
23971,,,,,,0.0378,,0.2021,,,,,,,,
23972,,,,,,0.2239,,0.0149,,,,,,,,
23973,,,,,,0,,0.1037,,,,,,,,
23974,,,,,,0.2083,,0.0439,,,,,,,,
23975,,,,,,0,,0.1099,,,,,,,,
23976,,,,,,0.0586,,0.0411,,,,,,,,
23977,,,,,,0,,0.0743,,,,,,,,
23978,,,,,,0,,0,,,,,,,,
23979,,,,,,0.0147,,0,,,,,,,,
23980,,,,,,0.0372,,0.3508,,,,,,,,
23981,,,,,,0.149,,0.2107,,,,,,,,
23982,,,,,,0.0411,,0.2836,,,,,,,,
23983,,,,,,0,,0,,,,,,,,
23984,,,,,,0.3131,,0.2198,,,,,,,,
23985,,,,,,0,,0.0958,,,,,,,,
23986,,,,,,0.0557,,0.2301,,,,,,,,
23987,,,,,,0,,0,,,,,,,,
23988,,,,,,0,,0.1697,,,,,,,,
23989,,,,,,0,,0.15,,,,,,,,
23990,,,,,,0.0156,,0.5013,,,,,,,,
23991,,,,,,0.2211,,0,,,,,,,,
23992,,,,,,0,,0.0975,,,,,,,,
23993,,,,,,0,,0,,,,,,,,
23994,,,,,,0,,0.035,,,,,,,,
23995,,,,,,0,,0.1423,,,,,,,,
23996,,,,,,0,,0.0134,,,,,,,,
23997,,,,,,0,,0.0494,,,,,,,,
23998,,,,,,0.0937,,0.1035,,,,,,,,
23999,,,,,,0.0106,,0.0127,,,,,,,,
24000,,,,,,0,,0.0045,,,,,,,,
24001,,,,,,0,,0,,,,,,,,
24002,,,,,,0.124,,0,,,,,,,,
24003,,,,,,0,,0,,,,,,,,
24004,,,,,,0,,0.1444,,,,,,,,
24005,,,,,,0,,0.0473,,,,,,,,
24006,,,,,,0,,0,,,,,,,,
24007,,,,,,0,,0.1147,,,,,,,,
24008,,,,,,0,,0,,,,,,,,
24009,,,,,,0.0385,,0.1727,,,,,,,,
24010,,,,,,0,,0.0794,,,,,,,,
24011,,,,,,0,,0.301,,,,,,,,
24012,,,,,,0,,0.093,,,,,,,,
24013,,,,,,0.0649,,0.2363,,,,,,,,
24014,,,,,,0,,0,,,,,,,,
24015,,,,,,0.4523,,0.0556,,,,,,,,
24016,,,,,,0,,0,,,,,,,,
